ind,loanAmount,intRate,installment,grade,annualInc,totCurBal,totalRevHiLim,totHiCredLim,totalBalExMort,totalBcLimit,totalIlHighCreditLimit,Dietz,blade
1629," 24,000.00 ", 0.11 ,785.62,B," 105,000.00 "," 210,263.00 ",35500.00,248407,90835,9200,53903,0.08,r
1630," 13,475.00 ", 0.16 ,471.16,C," 65,000.00 "," 38,660.00 ",53800.00,86800,38660,44200,33000,0.08,w
1631," 8,000.00 ", 0.11 ,261.88,B," 80,000.00 "," 21,196.00 ",9800.00,28862,21196,8800,19062,0.10,e
1632," 8,000.00 ", 0.13 ,268.98,B," 92,000.00 "," 393,302.00 ",13100.00,425985,54859,7400,52885,0.11,r
1633," 12,000.00 ", 0.07 ,368.45,A," 58,000.00 "," 38,373.00 ",20200.00,56995,38373,15900,34125,0.06,w
1634," 12,000.00 ", 0.09 ,381.04,A," 45,000.00 "," 83,583.00 ",32700.00,109484,13845,19200,0,0.08,e
1635," 10,000.00 ", 0.12 ,332.1,B," 125,000.00 "," 353,212.00 ",16200.00,372818,105039,4900,101144,0.04,r
1636," 13,000.00 ", 0.08 ,406.78,A," 80,000.00 "," 11,790.00 ",30100.00,38754,11790,29300,0,0.05,w
1637," 3,000.00 ", 0.13 ,100.87,B," 70,000.00 "," 271,707.00 ",27000.00,344608,64505,12400,52608,0.02,e
1638," 28,000.00 ", 0.12 ,929.87,B," 125,000.00 "," 56,627.00 ",54200.00,88404,56627,54100,34204,0.05,r
1639," 18,000.00 ", 0.07 ,552.67,A," 51,000.00 "," 32,989.00 ",84300.00,107347,32989,62000,23047,0.06,w
1640," 14,500.00 ", 0.14 ,495.44,C," 35,000.00 "," 17,690.00 ",25700.00,34847,17690,15800,9147,0.13,e
1641," 11,100.00 ", 0.15 ,384.68,C," 28,500.00 "," 83,994.00 ",33900.00,103900,19842,25300,0,0.12,r
1642," 32,000.00 ", 0.18 ,816.95,D," 99,960.00 "," 49,698.00 ",12000.00,66453,49698,10500,52664,-0.44,w
1643," 6,000.00 ", 0.13 ,201.74,B," 60,000.00 "," 37,433.00 ",58600.00,84791,37433,26300,26069,0.04,e
1644," 14,400.00 ", 0.11 ,471.37,B," 50,000.00 "," 13,591.00 ",29200.00,29200,13591,20700,0,0.10,r
1645," 15,000.00 ", 0.10 ,481.69,B," 45,000.00 "," 18,028.00 ",13100.00,27630,18028,10300,14530,0.09,w
1646," 6,000.00 ", 0.10 ,192.68,B," 42,000.00 "," 25,764.00 ",40400.00,77035,25764,40400,36635,0.09,e
1647," 12,175.00 ", 0.08 ,379.39,A," 63,000.00 "," 12,991.00 ",17100.00,33100,12991,15000,16000,0.06,r
1648," 4,675.00 ", 0.09 ,148.45,A," 16,500.00 "," 5,011.00 ",15100.00,15100,5011,14100,0,0.08,w
1649," 14,000.00 ", 0.08 ,438.07,A," 75,000.00 "," 15,353.00 ",36700.00,52236,15353,23900,15536,0.07,e
1650," 13,000.00 ", 0.12 ,289.12,B," 54,000.00 "," 174,040.00 ",19700.00,199525,12349,18300,3600,0.10,r
1651," 5,500.00 ", 0.14 ,187.93,C," 47,000.00 "," 120,788.00 ",13800.00,136802,120788,5000,123002,0.04,w
1652," 12,000.00 ", 0.12 ,398.52,B," 63,000.00 "," 205,540.00 ",26900.00,217450,17522,14000,0,0.11,e
1653," 10,000.00 ", 0.13 ,336.22,B," 25,000.00 "," 18,881.00 ",20600.00,39471,18881,13200,18871,0.12,r
1654," 8,400.00 ", 0.09 ,266.73,A," 76,000.00 "," 272,864.00 ",37700.00,320672,55604,11100,35711,0.04,w
1655," 14,000.00 ", 0.16 ,337.56,C," 52,000.00 "," 164,118.00 ",23500.00,188134,45400,21000,44934,0.24,e
1656," 10,800.00 ", 0.17 ,268.35,D," 85,186.00 "," 269,829.00 ",9700.00,280858,35628,6300,33552,0.17,r
1657," 25,000.00 ", 0.12 ,830.24,B," 75,000.00 "," 221,757.00 ",67300.00,275615,79553,42500,61315,0.11,w
1658," 22,000.00 ", 0.11 ,720.15,B," 117,000.00 "," 332,554.00 ",23700.00,347529,93140,20100,78358,0.10,e
1659," 14,000.00 ", 0.15 ,485.18,C," 65,000.00 "," 18,728.00 ",20200.00,30604,18728,13500,10404,0.14,r
1660," 25,000.00 ", 0.19 ,919.19,D," 86,300.00 "," 26,801.00 ",31900.00,32039,26801,24100,0,0.19,w
1661," 4,000.00 ", 0.08 ,125.17,A," 51,575.00 "," 115,508.00 ",25600.00,171599,29923,22100,31938,0.05,e
1662," 2,700.00 ", 0.12 ,89.67,B," 49,500.00 "," 56,012.00 ",13700.00,68499,56012,12700,54799,0.09,r
1663," 14,700.00 ", 0.19 ,383.11,D," 66,000.00 "," 26,978.00 ",6600.00,33567,26978,1800,26967,0.14,w
1664," 12,000.00 ", 0.12 ,398.52,B," 68,000.00 "," 167,409.00 ",14300.00,177669,29236,9300,17000,-0.04,e
1665," 19,000.00 ", 0.13 ,430.86,B," 73,000.00 "," 38,184.00 ",63200.00,106092,38184,60500,42892,0.14,r
1666," 5,675.00 ", 0.18 ,203.95,D," 37,000.00 "," 96,410.00 ",31600.00,124615,7242,26000,0,0.17,w
1667," 8,400.00 ", 0.14 ,285.18,B," 63,000.00 "," 200,602.00 ",10100.00,216443,18158,10100,17568,0.07,e
1668," 1,400.00 ", 0.18 ,50.79,D," 38,540.00 "," 15,241.00 ",6600.00,58538,15241,500,51938,0.13,r
1669," 10,000.00 ", 0.12 ,332.1,B," 60,000.00 "," 73,406.00 ",20100.00,85525,73406,13000,65425,0.12,w
1670," 2,500.00 ", 0.10 ,80.29,B," 30,000.00 "," 5,324.00 ",10900.00,21142,5324,6500,10242,0.09,e
1671," 15,000.00 ", 0.13 ,504.33,B," 54,000.00 "," 13,843.00 ",31700.00,31700,13843,18200,0,0.10,r
1672," 16,000.00 ", 0.15 ,554.49,C," 70,000.00 "," 120,189.00 ",10900.00,132977,31121,8700,31011,0.10,w
1673," 18,000.00 ", 0.07 ,552.67,A," 65,000.00 "," 22,209.00 ",46200.00,73743,22209,39200,27543,0.06,e
1674," 26,000.00 ", 0.17 ,926.85,D," 98,000.00 "," 47,542.00 ",13400.00,67368,47542,10500,53968,0.10,r
1675," 12,000.00 ", 0.14 ,407.4,B," 95,000.00 "," 411,908.00 ",41000.00,469732,75731,26300,75356,0.13,w
1676," 30,000.00 ", 0.10 ,963.38,B," 116,901.00 "," 569,533.00 ",96700.00,673946,30218,87200,10746,0.08,e
1677," 7,500.00 ", 0.12 ,249.08,B," 34,000.00 "," 51,166.00 ",8600.00,57453,51166,8000,48853,0.07,r
1678," 13,000.00 ", 0.14 ,441.35,B," 58,600.00 "," 112,156.00 ",12400.00,119720,6015,8700,0,0.13,w
1679," 5,000.00 ", 0.10 ,160.57,B," 48,000.00 "," 19,166.00 ",21400.00,36604,19166,14300,15204,0.09,e
1680," 13,475.00 ", 0.23 ,379.1,E," 32,790.00 "," 13,764.00 ",23500.00,45434,13764,11200,21934,-0.45,r
1681," 10,625.00 ", 0.13 ,357.24,B," 74,248.00 "," 248,237.00 ",10700.00,272172,17194,5000,19059,0.12,w
1682," 12,000.00 ", 0.06 ,365.23,A," 60,000.00 "," 82,081.00 ",38800.00,121988,82081,38800,82720,0.05,e
1683," 12,000.00 ", 0.13 ,403.47,B," 38,500.00 "," 10,944.00 ",9500.00,22082,10944,5500,12582,0.12,r
1684," 20,000.00 ", 0.06 ,608.72,A," 119,000.00 "," 257,973.00 ",27400.00,286853,68565,26500,58018,0.05,w
1685," 4,500.00 ", 0.10 ,144.51,B," 38,000.00 "," 43,654.00 ",20200.00,71846,43654,9500,51646,0.08,e
1686," 14,800.00 ", 0.11 ,484.47,B," 85,000.00 "," 29,735.00 ",22700.00,43200,29735,16400,20500,0.09,r
1687," 17,600.00 ", 0.10 ,565.18,B," 51,000.00 "," 2,635.00 ",6800.00,6800,2635,4500,0,0.09,w
1688," 34,475.00 ", 0.16 ,1216.13,C," 95,000.00 "," 376,164.00 ",16500.00,385372,237718,7000,226522,0.04,e
1689," 17,200.00 ", 0.09 ,546.16,A," 82,000.00 "," 169,599.00 ",24100.00,187640,169599,17800,163540,0.08,r
1690," 35,000.00 ", 0.18 ,1257.8,D," 134,000.00 "," 101,062.00 ",32000.00,161057,101062,26600,82906,0.16,w
1691," 10,000.00 ", 0.07 ,307.04,A," 40,000.00 "," 81,953.00 ",35500.00,117092,81953,31800,81592,0.06,e
1692," 12,725.00 ", 0.10 ,408.64,B," 76,000.00 "," 332,301.00 ",85700.00,412276,42831,82000,19576,0.09,r
1693," 8,000.00 ", 0.11 ,261.88,B," 24,000.00 "," 12,441.00 ",12800.00,18025,12441,9300,5225,-0.33,w
1694," 12,875.00 ", 0.08 ,402.87,A," 70,000.00 "," 326,160.00 ",45400.00,375514,76647,34200,65104,0.05,e
1695," 18,000.00 ", 0.08 ,563.23,A," 80,000.00 "," 20,713.00 ",7500.00,22544,20713,0,14500,-0.40,r
1696," 25,000.00 ", 0.09 ,793.84,A," 70,000.00 "," 37,812.00 ",77805.00,102883,37812,43300,25078,0.08,w
1697," 23,000.00 ", 0.13 ,773.31,B," 120,000.00 "," 163,321.00 ",54100.00,212787,36262,44300,29087,0.06,e
1698," 24,000.00 ", 0.11 ,785.62,B," 180,000.00 "," 902,491.00 ",170700.00,1004126,175528,61000,69079,0.05,r
1699," 11,200.00 ", 0.09 ,355.64,A," 79,400.00 "," 280,112.00 ",27800.00,307832,36885,25700,33032,0.08,w
1700," 11,000.00 ", 0.08 ,344.2,A," 42,000.00 "," 31,093.00 ",18500.00,48341,31093,12200,29841,0.07,e
1701," 18,400.00 ", 0.08 ,573.37,A," 94,000.00 "," 298,899.00 ",62400.00,333607,149219,46600,113997,0.07,r
1702," 25,000.00 ", 0.14 ,854.2,C," 320,000.00 "," 431,409.00 ",14000.00,465137,113532,14000,88056,0.14,w
1703," 20,800.00 ", 0.16 ,508.48,C," 85,000.00 "," 242,450.00 ",41400.00,267645,30361,34900,10000,-0.58,e
1704," 14,400.00 ", 0.13 ,484.16,B," 112,000.00 "," 295,679.00 ",25700.00,235002,295679,20600,209302,-0.18,r
1705," 10,000.00 ", 0.08 ,312.91,A," 37,596.00 "," 14,811.00 ",34000.00,34000,14811,14200,0,0.07,w
1706," 30,000.00 ", 0.10 ,963.38,B," 152,000.00 "," 291,915.00 ",25700.00,321970,12298,24900,0,0.09,e
1707," 12,125.00 ", 0.09 ,385.01,A," 125,000.00 "," 186,850.00 ",15300.00,221339,52520,6500,61801,0.08,r
1708," 28,000.00 ", 0.07 ,859.71,A," 160,000.00 "," 161,522.00 ",90000.00,279606,100835,45000,99257,0.04,w
1709," 10,400.00 ", 0.09 ,330.24,A," 44,500.00 "," 167,300.00 ",46700.00,215011,36360,44700,17230,0.06,e
1710," 8,000.00 ", 0.11 ,261.88,B," 38,000.00 "," 186,302.00 ",12600.00,207417,60419,10100,48078,0.10,r
1711," 14,000.00 ", 0.10 ,449.58,B," 42,000.00 "," 39,706.00 ",37300.00,67406,39706,31600,30106,0.08,w
1712," 26,000.00 ", 0.19 ,677.61,D," 90,000.00 "," 111,031.00 ",33600.00,135794,20073,5500,10024,0.15,e
1713," 4,800.00 ", 0.08 ,150.2,A," 14,616.00 "," 6,637.00 ",14000.00,14000,6637,7700,0,-0.11,r
1714," 21,600.00 ", 0.08 ,673.09,A," 150,000.00 "," 249,450.00 ",86600.00,312198,71815,80100,44173,-0.03,w
1715," 22,000.00 ", 0.14 ,746.9,B," 105,000.00 "," 49,211.00 ",43100.00,82138,49211,27000,39038,0.13,e
1716," 12,000.00 ", 0.14 ,410.02,C," 120,000.00 "," 30,663.00 ",19400.00,45274,30663,8100,25874,0.13,r
1717," 10,000.00 ", 0.08 ,312.91,A," 59,500.00 "," 45,141.00 ",17700.00,68236,45141,1900,50536,0.07,w
1718," 12,000.00 ", 0.08 ,375.49,A," 330,000.00 "," 1,165,069.00 ",34500.00,1282029,542949,32300,620966,0.01,e
1719," 25,000.00 ", 0.08 ,782.26,A," 80,000.00 "," 230,308.00 ",96000.00,323993,63645,68500,52704,0.07,r
1720," 17,000.00 ", 0.10 ,545.92,B," 107,498.00 "," 503,308.00 ",15000.00,541263,86573,15000,91952,-0.31,w
1721," 35,000.00 ", 0.20 ,926.71,D," 95,000.00 "," 270,859.00 ",4000.00,296319,78275,0,97024,0.11,e
1722," 10,000.00 ", 0.14 ,339.5,B," 30,000.00 "," 21,067.00 ",25900.00,30987,21067,17200,5087,0.13,r
1723," 24,000.00 ", 0.06 ,730.46,A," 133,500.00 "," 49,019.00 ",122300.00,149500,49019,96500,26999,0.05,w
1724," 15,000.00 ", 0.09 ,476.3,A," 77,000.00 "," 80,784.00 ",27200.00,96997,80784,18200,69797,0.08,e
1725," 24,000.00 ", 0.17 ,596.34,D," 59,225.00 "," 103,410.00 ",97100.00,249890,74101,79000,59790,0.10,r
1726," 15,000.00 ", 0.14 ,348.87,C," 75,000.00 "," 356,222.00 ",59200.00,396509,41720,36000,11079,-0.17,w
1727," 11,000.00 ", 0.08 ,344.2,A," 92,500.00 "," 210,928.00 ",55900.00,287992,42993,21600,32092,0.07,e
1728," 30,000.00 ", 0.11 ,982.02,B," 92,000.00 "," 229,832.00 ",40300.00,242513,84991,9500,55888,0.09,r
1729," 15,000.00 ", 0.13 ,340.15,B," 105,000.00 "," 189,062.00 ",60600.00,246274,67538,6600,54546,0.12,w
1730," 9,000.00 ", 0.09 ,285.78,A," 87,000.00 "," 48,230.00 ",57900.00,105252,48230,48000,47352,0.08,e
1731," 14,400.00 ", 0.12 ,478.22,B," 85,000.00 "," 55,387.00 ",22700.00,62728,55387,16000,34000,0.11,r
1732," 6,000.00 ", 0.10 ,192.68,B," 90,000.00 "," 123,516.00 ",44700.00,149837,73228,19000,43387,0.08,w
1733," 16,000.00 ", 0.14 ,368.41,B," 137,000.00 "," 15,217.00 ",31100.00,31100,15217,23900,0,-0.75,e
1734," 35,000.00 ", 0.09 ,1111.37,A," 122,000.00 "," 291,099.00 ",28700.00,339692,51935,24100,13727,0.07,r
1735," 8,250.00 ", 0.18 ,296.49,D," 50,000.00 "," 28,680.00 ",13500.00,41364,28680,4400,27864,-1.00,w
1736," 14,000.00 ", 0.16 ,342.25,C," 52,356.00 "," 184,002.00 ",12800.00,192635,13621,8100,7264,0.25,e
1737," 25,000.00 ", 0.13 ,840.55,B," 85,000.00 "," 43,930.00 ",23000.00,53839,43930,18800,30839,0.11,r
1738," 10,000.00 ", 0.12 ,332.1,B," 50,000.00 "," 37,995.00 ",14700.00,61963,37995,9900,47263,0.11,w
1739," 10,000.00 ", 0.14 ,339.5,B," 46,080.00 "," 164,159.00 ",14400.00,355054,22552,4400,18760,0.13,e
1740," 14,675.00 ", 0.16 ,517.67,C," 47,775.00 "," 37,624.00 ",16000.00,40455,37624,5800,24455,0.14,r
1741," 20,000.00 ", 0.11 ,654.68,B," 59,000.00 "," 82,960.00 ",25600.00,107094,21910,23800,12024,0.10,w
1742," 6,000.00 ", 0.14 ,203.7,B," 35,000.00 "," 5,234.00 ",11400.00,11400,5234,4800,0,-0.13,e
1743," 10,000.00 ", 0.14 ,339.5,B," 150,000.00 "," 18,050.00 ",9200.00,20778,18050,2300,0,0.13,r
1744," 18,350.00 ", 0.08 ,571.82,A," 61,000.00 "," 184,847.00 ",44900.00,232145,184847,41600,187245,0.07,w
1745," 21,000.00 ", 0.06 ,639.15,A," 72,000.00 "," 322,956.00 ",100900.00,438082,202276,69000,210478,0.04,e
1746," 8,000.00 ", 0.11 ,261.88,B," 57,000.00 "," 331,079.00 ",14100.00,354501,102079,10500,102041,0.09,r
1747," 4,800.00 ", 0.14 ,162.96,B," 82,892.00 "," 234,794.00 ",16600.00,281381,33593,9600,44081,0.13,w
1748," 8,000.00 ", 0.07 ,245.63,A," 50,000.00 "," 227,001.00 ",6600.00,275255,27004,0,32425,-0.71,e
1749," 16,000.00 ", 0.10 ,513.8,B," 57,000.00 "," 38,716.00 ",43400.00,65444,38716,37900,22044,0.09,r
1750," 10,000.00 ", 0.14 ,344.07,C," 55,820.00 "," 201,396.00 ",15200.00,228752,39633,10400,33632,0.08,w
1751," 12,000.00 ", 0.09 ,381.04,A," 120,000.00 "," 77,794.00 ",31000.00,124280,28376,16600,28653,0.07,e
1752," 15,000.00 ", 0.13 ,504.33,B," 48,000.00 "," 12,455.00 ",13200.00,24099,12455,13200,10899,0.06,r
1753," 10,000.00 ", 0.09 ,317.54,A," 40,654.00 "," 6,118.00 ",22200.00,35422,6118,19700,13222,0.08,w
1754," 7,750.00 ", 0.15 ,268.59,C," 70,000.00 "," 196,552.00 ",14600.00,223971,103337,5400,109911,-0.25,e
1755," 10,000.00 ", 0.14 ,339.5,B," 67,000.00 "," 13,285.00 ",19300.00,19300,13285,18800,0,0.11,r
1756," 6,000.00 ", 0.14 ,203.7,B," 20,000.00 "," 21,129.00 ",6800.00,27487,21129,6800,20687,0.13,w
1757," 25,000.00 ", 0.13 ,840.55,B," 104,000.00 "," 363,008.00 ",20100.00,387756,52479,5500,48543,0.04,e
1758," 10,000.00 ", 0.15 ,346.56,C," 35,000.00 "," 14,862.00 ",16100.00,24253,14862,10900,8153,0.11,r
1759," 22,000.00 ", 0.12 ,730.61,B," 64,200.00 "," 226,407.00 ",30200.00,257835,57875,30200,43041,0.03,w
1760," 28,000.00 ", 0.08 ,872.52,A," 90,000.00 "," 444,149.00 ",104000.00,535981,70101,79600,46100,0.04,e
1761," 19,200.00 ", 0.09 ,609.67,A," 135,000.00 "," 71,104.00 ",11800.00,100434,71104,2300,88634,0.02,r
1762," 11,500.00 ", 0.10 ,369.3,B," 34,560.00 "," 25,733.00 ",21100.00,47583,25733,10900,26483,0.03,w
1763," 26,000.00 ", 0.08 ,813.55,A," 60,000.00 "," 36,945.00 ",49500.00,62316,36945,41500,12816,0.07,e
1764," 1,000.00 ", 0.21 ,37.42,E," 42,000.00 "," 33,645.00 ",10200.00,50363,33645,4600,40163,0.20,r
1765," 15,000.00 ", 0.14 ,509.25,B," 52,000.00 "," 166,201.00 ",13100.00,177119,30074,5400,24571,0.03,w
1766," 16,000.00 ", 0.08 ,500.65,A," 70,000.00 "," 105,954.00 ",31000.00,136600,18470,25000,0,0.07,e
1767," 14,125.00 ", 0.14 ,482.63,C," 35,000.00 "," 24,781.00 ",10800.00,33251,24781,4500,22451,0.13,r
1768," 18,000.00 ", 0.11 ,589.22,B," 72,000.00 "," 37,108.00 ",33600.00,50121,37108,19000,16521,0.10,w
1769," 14,400.00 ", 0.15 ,499.04,C," 88,000.00 "," 15,706.00 ",20600.00,20600,15706,3600,0,0.15,e
1770," 20,800.00 ", 0.18 ,531.02,D," 105,000.00 "," 243,941.00 ",34900.00,274681,41666,23700,26361,0.03,r
1771," 21,000.00 ", 0.09 ,666.82,A," 110,000.00 "," 245,374.00 ",37400.00,307058,33842,24200,53684,0.08,w
1772," 4,200.00 ", 0.17 ,149.73,D," 55,000.00 "," 104,289.00 ",21200.00,86021,104289,17200,64821,0.16,e
1773," 5,000.00 ", 0.10 ,160.57,B," 67,000.00 "," 15,818.00 ",18000.00,41897,15818,9200,23897,0.01,r
1774," 13,000.00 ", 0.09 ,412.8,A," 125,000.00 "," 648,300.00 ",293300.00,710650,291323,18300,30000,0.08,w
1775," 10,000.00 ", 0.12 ,332.1,B," 56,000.00 "," 228,449.00 ",12200.00,252117,72661,7700,65863,0.00,e
1776," 5,000.00 ", 0.08 ,156.46,A," 48,000.00 "," 23,378.00 ",35100.00,65767,23378,35100,30667,0.07,r
1777," 7,500.00 ", 0.09 ,238.15,A," 50,000.00 "," 34,105.00 ",26500.00,56221,34105,9600,29721,0.06,w
1778," 14,000.00 ", 0.14 ,475.3,B," 37,000.00 "," 20,045.00 ",9200.00,26833,20045,6100,17633,0.13,e
1779," 6,250.00 ", 0.13 ,210.14,B," 45,000.00 "," 231,838.00 ",24700.00,250911,64067,10700,55061,0.05,r
1780," 21,000.00 ", 0.14 ,712.95,B," 98,100.00 "," 45,990.00 ",17200.00,87771,45990,7700,70571,0.07,w
1781," 21,000.00 ", 0.16 ,734.27,C," 58,730.00 "," 111,555.00 ",17500.00,129232,21372,9100,18732,-0.17,e
1782," 28,000.00 ", 0.17 ,695.73,D," 126,676.00 "," 370,875.00 ",48700.00,399125,203325,15400,180219,0.22,r
1783," 12,000.00 ", 0.12 ,398.52,B," 39,000.00 "," 18,418.00 ",37900.00,41773,18418,33800,3873,0.11,w
1784," 25,000.00 ", 0.18 ,638.25,D," 92,400.00 "," 204,849.00 ",13900.00,223376,106977,13900,104476,0.11,e
1785," 25,000.00 ", 0.20 ,661.93,D," 78,000.00 "," 165,960.00 ",32800.00,208369,30135,8300,32496,0.04,r
1786," 8,400.00 ", 0.14 ,287.02,C," 43,000.00 "," 11,903.00 ",12900.00,24567,11903,3000,11667,0.13,w
1787," 18,000.00 ", 0.12 ,597.78,B," 65,000.00 "," 17,717.00 ",29200.00,36033,17717,16600,6833,0.11,e
1788," 11,200.00 ", 0.08 ,350.46,A," 50,000.00 "," 28,121.00 ",13500.00,35540,28121,13200,22040,0.07,r
1789," 8,000.00 ", 0.10 ,256.9,B," 40,000.00 "," 14,017.00 ",16200.00,22816,14017,9300,6616,-0.12,w
1790," 15,000.00 ", 0.16 ,361.67,C," 85,000.00 "," 63,208.00 ",37000.00,80764,63208,21800,43764,0.05,e
1791," 25,000.00 ", 0.15 ,866.39,C," 150,000.00 "," 363,242.00 ",37800.00,422873,142732,21600,137410,0.15,r
1792," 14,000.00 ", 0.13 ,470.71,B," 100,000.00 "," 154,814.00 ",23900.00,176368,27062,12500,16172,0.10,w
1793," 20,000.00 ", 0.08 ,623.23,A," 125,000.00 "," 302,330.00 ",56100.00,354044,42788,40100,30444,0.05,e
1794," 15,000.00 ", 0.10 ,481.69,B," 75,000.00 "," 11,899.00 ",22000.00,22000,11899,1500,0,0.09,r
1795," 8,000.00 ", 0.08 ,250.33,A," 74,000.00 "," 208,334.00 ",7500.00,225609,20739,3000,21161,0.04,w
1796," 8,000.00 ", 0.20 ,297.19,D," 47,500.00 "," 10,001.00 ",21700.00,22921,10001,18500,0,0.13,e
1797," 25,000.00 ", 0.16 ,881.9,C," 104,000.00 "," 523,614.00 ",7300.00,568796,54789,7200,82614,0.14,r
1798," 5,000.00 ", 0.10 ,160.57,B," 142,000.00 "," 76,324.00 ",33100.00,98881,76324,9500,65781,0.09,w
1799," 30,000.00 ", 0.11 ,982.02,B," 200,000.00 "," 506,550.00 ",89100.00,607755,96824,41900,105405,0.04,e
1800," 12,000.00 ", 0.11 ,392.81,B," 93,600.00 "," 55,868.00 ",40300.00,99580,55868,26100,35741,0.10,r
1801," 9,925.00 ", 0.14 ,341.49,C," 55,000.00 "," 118,245.00 ",13600.00,146407,9475,9400,12742,0.14,w
1802," 10,000.00 ", 0.09 ,317.54,A," 45,000.00 "," 31,034.00 ",42900.00,72671,31034,33400,29771,0.02,e
1803," 25,000.00 ", 0.19 ,919.19,D," 360,000.00 "," 913,749.00 ",101800.00,1048031,202009,91500,55244,0.19,r
1804," 10,000.00 ", 0.10 ,321.13,B," 65,000.00 "," 24,784.00 ",12600.00,65655,8915,6900,34208,0.09,w
1805," 28,000.00 ", 0.14 ,651.23,C," 88,000.00 "," 332,489.00 ",33900.00,361593,42472,27900,34345,0.04,e
1806," 15,600.00 ", 0.08 ,486.12,A," 82,000.00 "," 384,488.00 ",48100.00,447839,25806,28700,38318,-0.16,r
1807," 7,500.00 ", 0.17 ,267.36,D," 75,000.00 "," 31,235.00 ",6800.00,37158,31235,6400,30358,0.16,w
1808," 16,000.00 ", 0.10 ,513.8,B," 150,000.00 "," 260,052.00 ",20200.00,208474,260052,18700,188274,0.09,e
1809," 16,000.00 ", 0.10 ,513.8,B," 75,000.00 "," 151,374.00 ",14300.00,179503,16645,8300,22905,0.09,r
1810," 35,000.00 ", 0.12 ,1162.34,B," 240,000.00 "," 736,197.00 ",41200.00,836569,82221,27700,119328,0.04,w
1811," 8,000.00 ", 0.14 ,271.6,B," 72,000.00 "," 235,783.00 ",8400.00,274524,71772,6400,97301,0.12,e
1812," 13,000.00 ", 0.08 ,406.78,A," 67,000.00 "," 186,319.00 ",25800.00,212934,20911,25800,17375,0.01,r
1813," 35,000.00 ", 0.16 ,1223.77,C," 170,000.00 "," 387,470.00 ",27100.00,426258,60917,14400,53809,0.15,w
1814," 14,000.00 ", 0.13 ,470.71,B," 115,000.00 "," 63,917.00 ",43800.00,96088,63917,27200,52288,0.00,e
1815," 34,000.00 ", 0.08 ,1063.87,A," 130,580.00 "," 106,703.00 ",73600.00,187591,106703,71600,113991,0.04,r
1816," 9,500.00 ", 0.18 ,341.41,D," 30,000.00 "," 27,426.00 ",10700.00,35890,27426,4700,25190,0.13,w
1817," 9,000.00 ", 0.14 ,307.52,C," 35,000.00 "," 23,153.00 ",32500.00,69106,23153,30500,36606,0.05,e
1818," 12,000.00 ", 0.13 ,403.47,B," 60,000.00 "," 145,039.00 ",20700.00,156226,27313,15700,14694,0.08,r
1819," 11,800.00 ", 0.13 ,396.74,B," 59,000.00 "," 29,258.00 ",18100.00,37325,29258,13300,19225,0.08,w
1820," 25,975.00 ", 0.26 ,778.63,G," 80,000.00 "," 99,262.00 ",32000.00,130978,33925,19500,6578,-0.14,e
1821," 20,000.00 ", 0.09 ,635.07,A," 90,000.00 "," 206,315.00 ",69700.00,264449,53506,69700,33249,0.07,r
1822," 18,000.00 ", 0.12 ,597.78,B," 68,000.00 "," 147,072.00 ",21000.00,180425,100913,21000,100625,0.11,w
1823," 9,100.00 ", 0.09 ,288.96,A," 98,000.00 "," 64,608.00 ",47000.00,87000,27644,19500,0,0.08,e
1824," 18,775.00 ", 0.18 ,479.32,D," 75,000.00 "," 653,562.00 ",21500.00,668448,11880,10900,7948,0.26,r
1825," 25,000.00 ", 0.18 ,629.01,D," 80,000.00 "," 208,027.00 ",36100.00,260394,92861,32400,72582,0.05,w
1826," 24,000.00 ", 0.13 ,806.93,B," 75,000.00 "," 60,128.00 ",29900.00,74302,60128,19000,44402,0.12,e
1827," 20,000.00 ", 0.12 ,664.2,B," 110,000.00 "," 41,806.00 ",54600.00,68741,41806,33900,14141,0.06,r
1828," 10,000.00 ", 0.12 ,332.1,B," 60,000.00 "," 16,095.00 ",38300.00,56576,16095,38300,18276,0.07,w
1829," 16,000.00 ", 0.17 ,397.56,D," 70,000.00 "," 195,388.00 ",9600.00,210527,76394,3200,75539,-0.22,e
1830," 6,000.00 ", 0.11 ,196.41,B," 60,000.00 "," 111,057.00 ",82300.00,192736,66013,29400,23236,-0.44,r
1831," 30,225.00 ", 0.18 ,1096.51,D," 72,800.00 "," 23,862.00 ",44800.00,49800,23862,41000,5000,-0.22,w
1832," 20,000.00 ", 0.18 ,503.21,D," 55,000.00 "," 60,047.00 ",15200.00,71622,60047,15200,56422,-0.20,e
1833," 20,000.00 ", 0.08 ,625.81,A," 65,000.00 "," 127,501.00 ",63300.00,201680,21027,57200,0,0.07,r
1834," 25,000.00 ", 0.08 ,782.26,A," 75,000.00 "," 46,096.00 ",201800.00,228061,46096,181900,26261,0.07,w
1835," 12,500.00 ", 0.08 ,391.13,A," 113,000.00 "," 309,366.00 ",59000.00,372691,46522,53000,37886,0.07,e
1836," 14,000.00 ", 0.10 ,449.58,B," 68,000.00 "," 38,673.00 ",42500.00,67912,38673,27500,25412,0.09,r
1837," 6,000.00 ", 0.09 ,190.52,A," 60,000.00 "," 173,890.00 ",9800.00,201078,39818,6200,53814,0.08,w
1838," 10,000.00 ", 0.13 ,336.22,B," 60,000.00 "," 38,940.00 ",10600.00,49284,38940,4400,38684,0.12,e
